Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Time_Period,Engagement_Class
YouTube,Live,Technology,3999,424,1876,879737,36,334140,1.89,8,Saturday,17.0,448,Negative,Macro,True,False,Morning,0
TikTok,Video,Technology,23215,1242,3405,52083,2123,4802,580.22,9,Saturday,6.0,407,Positive,Nano,True,True,Morning,1
TikTok,Video,Sports,24350,949,1486,54887,389,432756,6.19,10,Saturday,2.0,218,Negative,Macro,True,False,Morning,1
Instagram,Story,Education,1193,460,19,41628,719,476228,0.35,11,Saturday,19.0,104,Neutral,Macro,True,True,Morning,0
Instagram,Reel,Fashion,2659,14,80,14360,68,376094,0.73,12,Saturday,24.0,535,Neutral,Macro,False,False,Afternoon,0
TikTok,Stitch,Health,21963,1294,1166,484462,2734,326383,7.48,15,Saturday,16.0,134,Positive,Macro,False,False,Afternoon,1
TikTok,Duet,Health,39601,345,1401,96257,408,406082,10.18,19,Saturday,9.0,335,Positive,Macro,True,False,Evening,1
LinkedIn,Article,Education,1690,83,156,5395,285,22323,8.64,0,Sunday,25.0,1001,Negative,Micro,True,False,Night,1
Twitter,Tweet,Gaming,492,253,118,14690,317,17945,4.81,8,Sunday,14.0,841,Positive,Micro,True,False,Morning,1
TikTok,Duet,Gaming,7067,527,4244,71046,472,47918,24.7,10,Sunday,22.0,253,Neutral,Micro,True,False,Morning,1
Twitter,Thread,Education,3689,178,1799,56333,146,194974,2.91,16,Sunday,3.0,1929,Neutral,Macro,True,False,Afternoon,1
YouTube,Community Post,Education,1273,940,1719,237486,985,488585,0.8,20,Sunday,12.0,377,Neutral,Macro,True,False,Evening,0
Instagram,Story,Fashion,1808,44,183,37121,708,269084,0.76,20,Sunday,3.0,1056,Positive,Macro,True,False,Evening,0
Instagram,Reel,Sports,3527,66,208,9869,795,303764,1.25,2,Monday,5.0,181,Negative,Macro,False,True,Night,0
Instagram,Reel,Fashion,8157,285,280,27871,452,210909,4.14,7,Monday,21.0,55,Neutral,Macro,True,True,Morning,1
TikTok,Duet,Travel,15684,1668,1145,373903,969,447748,4.13,11,Monday,23.0,140,Neutral,Macro,True,False,Morning,1
Instagram,Reel,Fitness,4522,403,204,3773,109,226670,2.26,13,Monday,16.0,592,Neutral,Macro,True,False,Afternoon,0
Facebook,Video,Travel,4908,294,224,74644,338,308061,1.76,15,Monday,10.0,265,Positive,Macro,True,False,Afternoon,0
LinkedIn,Post,Entertainment,989,123,463,20123,29,368525,0.43,23,Monday,4.0,501,Positive,Macro,False,True,Night,0
LinkedIn,Document,Gaming,1175,116,233,3735,39,355712,0.43,0,Tuesday,7.0,1795,Negative,Macro,False,False,Night,0
LinkedIn,Document,Technology,48,13,389,28755,113,384815,0.12,4,Tuesday,15.0,1411,Neutral,Macro,True,False,Night,0
Twitter,Thread,Fashion,2476,62,170,26247,155,10007,27.06,7,Tuesday,15.0,1601,Positive,Micro,True,False,Morning,1
Facebook,Story,Health,229,383,423,41467,314,492983,0.21,8,Tuesday,11.0,112,Neutral,Macro,True,False,Morning,0
TikTok,Stitch,Food,27880,1085,3856,280212,2395,185492,17.69,9,Tuesday,18.0,19,Positive,Macro,True,False,Morning,1
Twitter,Poll,Lifestyle,1860,279,1626,84481,222,27242,13.82,10,Tuesday,4.0,580,Neutral,Micro,True,False,Morning,1
Instagram,Carousel,Sports,7106,143,178,44542,562,312853,2.37,10,Tuesday,8.0,1672,Positive,Macro,False,False,Morning,1
LinkedIn,Post,Lifestyle,340,130,196,27134,126,54407,1.22,10,Tuesday,26.0,1308,Neutral,Mid-tier,True,False,Morning,0
Twitter,Poll,Gaming,641,79,982,76265,325,136269,1.25,15,Tuesday,8.0,1919,Neutral,Macro,True,False,Afternoon,0
YouTube,Live,Lifestyle,15892,703,1829,700590,766,39712,46.39,15,Tuesday,27.0,52,Neutral,Micro,False,False,Afternoon,1
Instagram,Carousel,Sports,7721,215,280,4146,895,323055,2.54,2,Wednesday,10.0,321,Neutral,Macro,True,False,Night,1
Facebook,Story,Fitness,5553,227,963,8003,388,106677,6.32,6,Wednesday,23.0,1129,Neutral,Macro,True,False,Morning,1
TikTok,Video,Technology,33994,1259,4690,306951,1379,120328,33.2,10,Wednesday,0.0,509,Neutral,Macro,False,False,Morning,1
TikTok,Stitch,Food,14788,1498,487,135560,1537,310005,5.41,12,Wednesday,16.0,588,Positive,Macro,True,True,Afternoon,1
Facebook,Video,Fitness,1816,333,169,26592,528,145156,1.6,21,Wednesday,28.0,546,Neutral,Macro,True,False,Night,0
LinkedIn,Poll,Fashion,1120,87,312,12741,158,349698,0.43,6,Thursday,18.0,594,Neutral,Macro,True,False,Morning,0
Instagram,Photo,Gaming,1018,246,140,27220,156,497385,0.28,10,Thursday,8.0,1319,Negative,Macro,True,False,Morning,0
Facebook,Story,Food,3697,225,257,72889,550,169542,2.46,15,Thursday,11.0,332,Positive,Macro,False,False,Afternoon,1
TikTok,Video,Business,22574,1594,3330,165470,2469,319450,8.61,16,Thursday,10.0,313,Positive,Macro,True,False,Afternoon,1
LinkedIn,Poll,Gaming,1559,133,460,19675,265,481859,0.45,23,Thursday,12.0,985,Neutral,Macro,True,True,Night,0
Twitter,Retweet,Food,817,37,1559,51442,286,111462,2.16,23,Thursday,17.0,1254,Neutral,Macro,False,False,Night,0
YouTube,Short,Entertainment,17413,336,748,100280,1391,61055,30.3,1,Friday,23.0,223,Neutral,Mid-tier,True,True,Night,1
Twitter,Tweet,Sports,2673,221,1838,46906,457,258048,1.83,2,Friday,15.0,1521,Neutral,Macro,True,True,Night,0
Instagram,Reel,Health,4781,153,99,49355,110,122247,4.12,6,Friday,19.0,370,Neutral,Macro,True,False,Morning,1
Facebook,Story,Sports,1431,367,919,36695,323,5070,53.59,8,Friday,29.0,966,Positive,Nano,True,True,Morning,1
Instagram,Story,Fitness,3965,330,253,42805,385,14325,31.75,12,Friday,7.0,637,Positive,Micro,True,False,Afternoon,1
Twitter,Thread,Gaming,3058,3,282,52030,228,489214,0.68,17,Friday,4.0,277,Negative,Macro,True,False,Evening,0
Twitter,Tweet,Sports,2193,85,1594,51541,287,378346,1.02,18,Friday,28.0,1630,Negative,Macro,True,False,Evening,0
Instagram,Reel,Fitness,7686,329,143,48505,281,70547,11.56,19,Friday,20.0,45,Neutral,Mid-tier,True,True,Evening,1
LinkedIn,Poll,Technology,1514,138,404,11736,168,36392,5.65,19,Friday,5.0,557,Positive,Micro,True,False,Evening,1
Facebook,Live,Food,1143,112,905,4547,455,436315,0.5,20,Friday,13.0,556,Positive,Macro,True,True,Evening,0
YouTube,Short,Fashion,19903,454,1846,540439,1983,88594,25.06,10,Saturday,6.0,199,Positive,Mid-tier,False,False,Morning,1
Twitter,Tweet,Education,4196,104,487,85559,411,493006,0.97,10,Saturday,7.0,1704,Positive,Macro,True,False,Morning,0
Facebook,Post,Health,2757,145,493,51193,665,190019,1.79,11,Saturday,29.0,870,Positive,Macro,True,True,Morning,0
TikTok,Video,Travel,3554,760,4640,459013,1267,156781,5.71,13,Saturday,17.0,392,Neutral,Macro,True,False,Afternoon,1
LinkedIn,Poll,Gaming,430,63,158,25204,93,288669,0.23,20,Saturday,28.0,1053,Positive,Macro,False,False,Evening,0
Twitter,Video,Entertainment,526,272,528,88533,99,303704,0.44,21,Saturday,13.0,548,Positive,Macro,True,False,Night,0
TikTok,Stitch,Lifestyle,7520,1667,4627,260023,2588,22865,60.42,1,Sunday,3.0,461,Negative,Micro,True,False,Night,1
Twitter,Retweet,Health,817,258,1091,4463,32,140535,1.54,9,Sunday,19.0,445,Positive,Macro,True,False,Morning,0
TikTok,Duet,Fashion,47032,630,804,118831,446,135537,35.76,22,Sunday,28.0,579,Neutral,Macro,True,False,Night,1
TikTok,Stitch,Food,28305,1724,1822,348307,1470,418463,7.61,0,Monday,21.0,374,Positive,Macro,True,False,Night,1
TikTok,Duet,Gaming,1765,784,2022,292179,2636,3911,116.88,4,Monday,6.0,229,Positive,Nano,True,True,Night,1
TikTok,Video,Education,35494,649,4226,365938,1345,388414,10.39,7,Monday,21.0,456,Neutral,Macro,True,False,Morning,1
LinkedIn,Document,Business,210,41,4,3785,36,367610,0.07,13,Monday,17.0,787,Neutral,Macro,True,True,Afternoon,0
YouTube,Live,Gaming,14829,841,836,985365,3197,350627,4.71,13,Monday,22.0,569,Neutral,Macro,True,False,Afternoon,1
TikTok,Stitch,Fitness,8197,858,81,321477,2519,270484,3.38,16,Monday,15.0,306,Neutral,Macro,True,False,Afternoon,1
Twitter,Thread,Business,1724,68,334,90939,198,133692,1.59,18,Monday,3.0,1130,Neutral,Macro,True,False,Evening,0
LinkedIn,Poll,Fitness,1695,111,401,15552,80,84653,2.61,23,Monday,18.0,827,Positive,Mid-tier,False,False,Night,1
LinkedIn,Post,Sports,911,148,470,13565,87,409069,0.37,21,Tuesday,28.0,1825,Neutral,Macro,True,False,Night,0
YouTube,Community Post,Health,9995,915,316,351639,4251,211901,5.3,23,Tuesday,1.0,54,Positive,Macro,True,False,Night,1
TikTok,Video,Food,43579,161,3947,8687,2081,489987,9.73,0,Wednesday,27.0,278,Neutral,Macro,False,False,Night,1
Instagram,Reel,Business,2966,148,57,25695,872,7679,41.29,2,Wednesday,17.0,365,Neutral,Nano,True,False,Night,1
Facebook,Video,Technology,4284,163,258,43767,534,219091,2.15,12,Wednesday,2.0,176,Neutral,Macro,True,False,Afternoon,0
Instagram,Carousel,Lifestyle,4850,214,233,5022,705,285449,1.86,13,Wednesday,24.0,1296,Neutral,Macro,True,True,Afternoon,0
Instagram,Story,Entertainment,9914,5,236,10620,777,81132,12.52,14,Wednesday,25.0,1464,Positive,Mid-tier,False,False,Afternoon,1
Twitter,Tweet,Entertainment,2585,261,303,28484,46,353273,0.89,21,Wednesday,15.0,445,Neutral,Macro,True,True,Night,0
Facebook,Video,Technology,133,261,312,46784,649,13254,5.33,22,Wednesday,16.0,334,Neutral,Micro,True,False,Night,1
TikTok,Duet,Lifestyle,48031,182,1147,59588,756,181061,27.26,2,Thursday,16.0,24,Positive,Macro,True,True,Night,1
Facebook,Video,Fashion,1869,201,5,27995,257,127766,1.62,6,Thursday,15.0,526,Positive,Macro,False,False,Morning,0
Instagram,Photo,Technology,1845,325,163,28590,358,73358,3.18,6,Thursday,16.0,1704,Negative,Mid-tier,True,False,Morning,1
Facebook,Post,Fitness,4896,264,859,79501,521,333834,1.8,8,Thursday,11.0,688,Neutral,Macro,True,False,Morning,0
LinkedIn,Article,Fashion,1934,104,379,4291,226,417742,0.58,11,Thursday,4.0,798,Positive,Macro,True,False,Morning,0
Instagram,Story,Fitness,7271,139,152,34391,243,166455,4.54,14,Thursday,23.0,1285,Positive,Macro,True,True,Afternoon,1
Facebook,Video,Food,4204,383,577,16888,289,84889,6.08,3,Friday,6.0,25,Positive,Mid-tier,False,True,Night,1
Twitter,Thread,Food,380,88,720,5314,410,396563,0.3,8,Friday,27.0,1786,Positive,Macro,True,False,Morning,0
Facebook,Post,Fitness,7438,232,906,6578,251,177106,4.84,9,Friday,23.0,1364,Neutral,Macro,True,True,Morning,1
YouTube,Live,Gaming,13015,258,950,580224,1622,471926,3.01,20,Friday,28.0,104,Positive,Macro,True,False,Evening,1
Instagram,Reel,Technology,4403,283,222,35873,500,193753,2.53,3,Saturday,8.0,501,Neutral,Macro,True,False,Night,1
Instagram,Photo,Entertainment,5594,46,210,19398,941,331548,1.76,8,Saturday,8.0,1242,Neutral,Macro,True,False,Morning,0
Facebook,Story,Lifestyle,6700,24,349,23904,770,183132,3.86,14,Saturday,26.0,1133,Neutral,Macro,False,True,Afternoon,1
LinkedIn,Document,Fashion,440,123,487,13682,88,277369,0.38,21,Saturday,19.0,265,Neutral,Macro,True,False,Night,0
Facebook,Post,Gaming,7695,271,488,18204,330,429167,1.97,3,Sunday,10.0,784,Positive,Macro,True,False,Night,0
Twitter,Poll,Gaming,1958,148,368,16958,257,373878,0.66,12,Sunday,22.0,727,Positive,Macro,True,True,Afternoon,0
Facebook,Story,Sports,1565,148,94,57000,146,136546,1.32,14,Sunday,19.0,68,Positive,Macro,False,False,Afternoon,0
Instagram,Photo,Education,4517,117,253,25014,350,372474,1.31,18,Sunday,13.0,367,Neutral,Macro,False,True,Evening,0
LinkedIn,Post,Travel,1289,62,310,26728,180,5276,31.48,20,Sunday,5.0,1012,Positive,Nano,True,True,Evening,1
Twitter,Thread,Technology,2914,171,769,6465,464,473986,0.81,0,Monday,23.0,1256,Positive,Macro,True,True,Night,0
Instagram,Carousel,Gaming,1611,266,145,22063,877,49019,4.12,1,Monday,17.0,322,Neutral,Micro,True,True,Night,1
Twitter,Tweet,Health,1838,106,1203,19725,372,231295,1.36,7,Monday,15.0,1110,Positive,Macro,True,False,Morning,0
Twitter,Tweet,Sports,2722,198,480,98504,399,416406,0.82,8,Monday,3.0,1578,Positive,Macro,True,True,Morning,0
Facebook,Post,Health,5896,364,660,72555,93,86233,8.02,11,Monday,6.0,1251,Negative,Mid-tier,True,False,Morning,1
Twitter,Retweet,Sports,2735,179,1886,17007,422,141216,3.4,16,Monday,2.0,1112,Negative,Macro,True,True,Afternoon,1
Instagram,Photo,Food,2830,220,232,2952,178,353822,0.93,1,Tuesday,18.0,1769,Neutral,Macro,True,False,Night,0
Twitter,Retweet,Business,1414,34,753,68957,340,320537,0.69,2,Tuesday,12.0,1033,Positive,Macro,True,False,Night,0
Facebook,Live,Fashion,2957,285,820,56369,546,276140,1.47,3,Tuesday,3.0,343,Positive,Macro,True,False,Night,0
Instagram,Reel,Travel,5137,447,229,5343,155,279902,2.08,3,Tuesday,22.0,439,Positive,Macro,True,False,Night,0
LinkedIn,Poll,Sports,1342,91,116,12649,61,298943,0.52,14,Tuesday,28.0,936,Neutral,Macro,False,False,Afternoon,0
YouTube,Community Post,Education,6643,244,1557,857878,3837,468841,1.8,23,Tuesday,16.0,298,Positive,Macro,True,False,Night,0
Facebook,Video,Gaming,5709,381,82,12605,292,415742,1.48,0,Wednesday,25.0,221,Neutral,Macro,True,False,Night,0
YouTube,Community Post,Travel,3395,622,241,830984,4194,271894,1.57,6,Wednesday,27.0,755,Neutral,Macro,False,False,Morning,0
LinkedIn,Post,Lifestyle,1005,6,284,7204,204,234217,0.55,8,Wednesday,2.0,1834,Positive,Macro,True,True,Morning,0
Instagram,Photo,Education,1124,331,41,4774,560,138318,1.08,10,Wednesday,15.0,1331,Positive,Macro,True,True,Morning,0
LinkedIn,Article,Gaming,1613,16,486,21641,296,89792,2.36,12,Wednesday,16.0,1318,Positive,Mid-tier,True,False,Afternoon,1
Instagram,Carousel,Fashion,6406,163,101,2352,121,161174,4.14,13,Wednesday,9.0,1069,Positive,Macro,True,False,Afternoon,1
TikTok,Duet,Business,34628,1876,4027,359052,2725,211483,19.17,19,Wednesday,7.0,333,Negative,Macro,True,False,Evening,1
TikTok,Duet,Education,27526,906,1943,160964,1938,177922,17.07,22,Wednesday,14.0,392,Negative,Macro,True,False,Night,1
LinkedIn,Document,Travel,1154,80,207,11304,160,87228,1.65,1,Thursday,22.0,137,Positive,Mid-tier,False,True,Night,0
Instagram,Story,Sports,7755,463,25,33246,787,216805,3.8,1,Thursday,29.0,558,Positive,Macro,False,False,Night,1
YouTube,Live,Travel,2324,190,600,323775,2500,365352,0.85,5,Thursday,21.0,111,Neutral,Macro,True,False,Morning,0
Instagram,Story,Fitness,9071,348,153,15734,374,14970,63.94,10,Thursday,2.0,1346,Positive,Micro,True,False,Morning,1
LinkedIn,Document,Education,1873,128,46,16077,239,126088,1.62,12,Thursday,13.0,1413,Neutral,Macro,True,False,Afternoon,0
Instagram,Photo,Entertainment,3458,142,83,47227,803,296029,1.24,16,Thursday,14.0,1414,Neutral,Macro,True,True,Afternoon,0
Twitter,Tweet,Fitness,996,69,530,19973,114,389977,0.41,17,Thursday,13.0,947,Neutral,Macro,False,False,Evening,0
Facebook,Post,Fashion,3409,65,764,24817,660,347102,1.22,21,Thursday,27.0,1483,Positive,Macro,True,False,Night,0
Twitter,Tweet,Gaming,2377,275,1567,14127,394,494388,0.85,23,Thursday,20.0,706,Neutral,Macro,True,False,Night,0
TikTok,Video,Fitness,18161,1249,3032,122700,2750,12463,180.07,1,Friday,12.0,571,Neutral,Micro,True,True,Night,1
Facebook,Story,Travel,5041,368,86,47772,335,75538,7.27,1,Friday,5.0,349,Positive,Mid-tier,False,False,Night,1
TikTok,Stitch,Technology,41704,1595,2155,354084,1697,27591,164.74,4,Friday,26.0,417,Neutral,Micro,True,False,Night,1
TikTok,Video,Technology,38310,1832,1375,37007,2314,165603,25.07,4,Friday,6.0,404,Positive,Macro,True,False,Night,1
Facebook,Video,Travel,1339,252,838,30792,345,89283,2.72,8,Friday,18.0,559,Negative,Mid-tier,True,True,Morning,1
Facebook,Video,Travel,1330,113,228,58090,777,395226,0.42,10,Friday,8.0,410,Neutral,Macro,False,True,Morning,0
Facebook,Live,Entertainment,2802,5,695,65863,459,292288,1.2,10,Friday,0.0,559,Positive,Macro,False,False,Morning,0
TikTok,Stitch,Gaming,46624,272,2651,380796,2480,377597,13.12,11,Friday,9.0,266,Positive,Macro,False,False,Morning,1
TikTok,Stitch,Food,9607,1999,1168,136003,1736,387842,3.29,12,Friday,25.0,553,Positive,Macro,True,False,Afternoon,1
Facebook,Live,Sports,4861,152,472,68325,708,407923,1.34,12,Friday,28.0,347,Neutral,Macro,True,False,Afternoon,0
YouTube,Community Post,Food,17484,406,1393,540707,2269,201754,9.56,13,Friday,7.0,124,Positive,Macro,False,False,Afternoon,1
Twitter,Retweet,Sports,1954,54,988,50855,451,5347,56.03,20,Friday,3.0,1380,Positive,Nano,True,True,Evening,1
YouTube,Community Post,Lifestyle,9661,765,665,736002,375,59789,18.55,20,Friday,27.0,128,Neutral,Mid-tier,True,False,Evening,1
TikTok,Video,Health,2053,877,3313,262654,945,118754,5.26,4,Saturday,26.0,21,Positive,Macro,True,False,Night,1
Facebook,Post,Lifestyle,4748,3,557,24911,427,130828,4.06,5,Saturday,5.0,1720,Negative,Macro,True,False,Morning,1
TikTok,Video,Technology,5330,1154,2083,435818,1596,182293,4.7,5,Saturday,14.0,157,Neutral,Macro,True,True,Morning,1
Twitter,Retweet,Entertainment,247,18,1613,41533,184,499059,0.38,11,Saturday,22.0,706,Neutral,Macro,True,False,Morning,0
Twitter,Tweet,Entertainment,590,62,821,45944,74,54988,2.68,12,Saturday,4.0,141,Neutral,Mid-tier,True,False,Afternoon,1
Facebook,Video,Health,1357,250,158,61752,452,394365,0.45,23,Saturday,9.0,84,Positive,Macro,False,True,Night,0
TikTok,Duet,Education,11552,1038,3377,432797,1467,242483,6.58,4,Sunday,7.0,190,Positive,Macro,True,False,Night,1
Facebook,Story,Fashion,4000,114,457,14427,329,62355,7.33,5,Sunday,7.0,121,Positive,Mid-tier,False,False,Morning,1
Instagram,Story,Travel,155,262,197,43652,986,334923,0.18,13,Sunday,23.0,386,Negative,Macro,True,False,Afternoon,0
YouTube,Short,Lifestyle,16273,111,107,199511,3590,468830,3.52,19,Sunday,17.0,203,Negative,Macro,True,True,Evening,1
Instagram,Reel,Food,3818,229,149,30584,801,112425,3.73,20,Sunday,14.0,494,Negative,Macro,True,False,Evening,1
YouTube,Community Post,Food,17174,308,1095,589345,4901,421999,4.4,9,Monday,4.0,510,Neutral,Macro,True,False,Morning,1
LinkedIn,Post,Technology,1245,118,446,23176,14,317797,0.57,0,Tuesday,29.0,1848,Neutral,Macro,False,False,Night,0
Instagram,Story,Education,5246,488,238,45239,300,328734,1.82,5,Tuesday,17.0,1058,Negative,Macro,True,False,Morning,0
TikTok,Duet,Lifestyle,25866,1668,3677,288374,2346,110458,28.26,5,Tuesday,7.0,166,Negative,Macro,True,False,Morning,1
TikTok,Video,Fitness,40345,764,3142,116086,2506,298160,14.84,7,Tuesday,19.0,368,Positive,Macro,True,False,Morning,1
Instagram,Photo,Travel,192,374,139,37849,446,279588,0.25,12,Tuesday,5.0,173,Positive,Macro,True,False,Afternoon,0
Instagram,Carousel,Travel,452,420,68,13414,378,295749,0.32,17,Tuesday,4.0,88,Positive,Macro,True,False,Evening,0
TikTok,Video,Entertainment,12918,1558,4132,327253,519,421189,4.42,22,Tuesday,11.0,70,Neutral,Macro,True,False,Night,1
Twitter,Retweet,Business,3675,17,1578,60056,449,272786,1.93,4,Wednesday,15.0,1644,Neutral,Macro,False,False,Night,0
Twitter,Thread,Lifestyle,3353,32,1133,91935,442,51106,8.84,6,Wednesday,7.0,130,Positive,Mid-tier,True,False,Morning,1
Instagram,Carousel,Entertainment,5642,404,81,6777,430,87809,6.98,7,Wednesday,19.0,1194,Neutral,Mid-tier,False,False,Morning,1
Instagram,Photo,Gaming,3482,438,124,19268,617,54736,7.39,12,Wednesday,23.0,1810,Positive,Mid-tier,True,True,Afternoon,1
Instagram,Reel,Entertainment,8589,244,59,24898,704,359583,2.47,14,Wednesday,4.0,66,Positive,Macro,True,False,Afternoon,1
Facebook,Live,Technology,1219,92,842,78379,445,147101,1.46,16,Wednesday,26.0,528,Negative,Macro,True,True,Afternoon,0
TikTok,Video,Technology,10794,723,198,117696,1979,272247,4.3,22,Wednesday,14.0,479,Neutral,Macro,False,False,Night,1
Twitter,Poll,Education,2674,230,1153,91945,491,184474,2.2,12,Thursday,16.0,451,Positive,Macro,True,False,Afternoon,0
Twitter,Thread,Lifestyle,1923,130,1251,50577,358,422636,0.78,14,Thursday,0.0,1653,Neutral,Macro,True,False,Afternoon,0
TikTok,Video,Fitness,30428,1081,3101,449648,85,221299,15.64,15,Thursday,4.0,405,Positive,Macro,True,True,Afternoon,1
Twitter,Tweet,Education,1127,27,1203,21096,426,460424,0.51,17,Thursday,25.0,1629,Negative,Macro,True,False,Evening,0
Instagram,Reel,Technology,368,47,160,44124,974,81619,0.7,19,Thursday,24.0,156,Positive,Mid-tier,True,False,Evening,0
Instagram,Story,Fitness,4605,65,122,23746,555,173848,2.76,21,Thursday,4.0,896,Positive,Macro,True,False,Night,1
Instagram,Carousel,Lifestyle,8942,246,64,23984,706,72600,12.74,7,Friday,29.0,618,Positive,Mid-tier,True,False,Morning,1
TikTok,Video,Sports,44753,379,3670,274693,1159,376305,12.97,8,Friday,24.0,523,Neutral,Macro,True,False,Morning,1
Instagram,Carousel,Sports,2465,396,297,11460,354,55887,5.65,9,Friday,19.0,1199,Negative,Mid-tier,True,True,Morning,1
Facebook,Post,Business,6554,338,482,26584,310,235086,3.14,15,Friday,7.0,1443,Positive,Macro,True,False,Afternoon,1
Facebook,Video,Business,1359,116,540,26180,469,153958,1.31,15,Friday,26.0,201,Negative,Macro,False,False,Afternoon,0
Facebook,Story,Entertainment,6657,339,726,77110,105,239692,3.22,16,Friday,27.0,1029,Positive,Macro,False,False,Afternoon,1
Twitter,Retweet,Business,3274,62,444,80720,219,461382,0.82,0,Saturday,19.0,305,Neutral,Macro,True,False,Night,0
Twitter,Retweet,Lifestyle,642,223,1980,49865,214,94245,3.02,0,Saturday,23.0,213,Neutral,Mid-tier,True,False,Night,1
Instagram,Photo,Travel,296,222,32,23586,655,327421,0.17,1,Saturday,13.0,79,Positive,Macro,True,False,Night,0
Instagram,Photo,Health,232,228,165,38764,714,408047,0.15,3,Saturday,20.0,917,Positive,Macro,True,True,Night,0
Twitter,Thread,Fitness,874,108,1937,68562,456,252240,1.16,9,Saturday,6.0,132,Positive,Macro,True,False,Morning,0
Instagram,Photo,Health,5746,225,287,23493,108,280346,2.23,10,Saturday,4.0,396,Positive,Macro,True,False,Morning,0
